fec_id,crp_id,crp_candidate_name,gender,party,crpico,office,race,opponent_name,opponent_fecid,crp_current_candidate,crp_cyclecand,crp_primary_results,last_name,first_name,middle_name,suffix,nickname,vs_candname,vs_filename,face_url,vs_canddetails,vs_filesize,birthday,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
H4TX18054,N00005818,Sheila Jackson Lee,F,D,I,TX18,House,"['Wendell Champion', 'Whitney Hatter', 'Chance Davis']","['H0TX18292', 'H0TX18300', 'H0TX18375']",Y,Y,W,Sheila,Jackson-Lee,,,,Sheila Jackson Lee,USH_TX_SHEILA_JACKSON_LEE.jpg,https://static.votesmart.org/static/canphoto/21692.jpg,"
                Sheila Jackson Lee

                (Won)

                Democratic
",5684.0,1/12/50,https://jacksonlee.house.gov,2426 Rayburn House Office Building Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588.0,N00005818,,36819.0,400199.0,21692.0,Sheila Jackson Lee,,29573.0,Sheila Jackson Lee
H6TX08100,N00005883,Kevin Brady,M,R,I,TX08,House,"['Chris Duncan', 'Elizabeth Hernandez']","['H8TX08122', 'H0TX08129']",Y,Y,W,,,,,,Kevin Brady,USH_TX_KEVIN_BRADY.jpg,https://static.votesmart.org/static/canphoto/361.jpg,"
                Kevin Brady

                (Won)

                Republican
",3866.0,4/11/55,https://kevinbrady.house.gov,1011 Longworth House Office Building Washington DC 20515-4308,202-225-4901,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,RepKevinBrady,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468.0,N00005883,,45749.0,400046.0,361.0,Kevin Brady (Texas),,29760.0,Kevin Brady
H8TX21125,N00005981,Jeffrey Blunt,M,L,C,TX20,House,"['Joaquin Castro', 'Mauro Garza', 'Adam Jonasz', 'Adam Martinez-Gomez']","['H2TX35011', 'H8TX21331', 'H0TX20108', 'H0TX20199']",Y,Y,,,,,,,Jeffrey Blunt,USH_TX_JEFFREY_BLUNT.jpg,https://static.votesmart.org/static/canphoto/25365.jpg,"
                Jeffrey Blunt

                (Lost)

                Libertarian
",3084.0,,,,,,,,,,,,,,,,,,,,,
H4TX10028,N00006023,Lloyd Doggett,M,D,I,TX35,House,"['Mark Loewe', 'Jason Mata', 'Jennifer Sharon']","['H4TX21082', 'H0TX35056', 'H0TX35064']",Y,Y,W,,,,,,Lloyd Doggett II,USH_TX_LLOYD_DOGGETT_II.jpg,https://static.votesmart.org/static/canphoto/21689.jpg,"
                Lloyd Doggett II

                (Won)

                Democratic
",3896.0,10/6/46,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303.0,N00006023,,36810.0,400111.0,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett
H6CO01141,N00006134,Diana DeGette,F,D,I,CO01,House,['Shane Bolling'],['H0CO02233'],Y,Y,W,,,,,,Diana DeGette,USH_CO_DIANA_DEGETTE.jpg,https://static.votesmart.org/static/canphoto/561.jpg,"
                Diana DeGette

                (Won)

                Democratic
",4024.0,7/29/57,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,90293.0,400101.0,561.0,Diana DeGette,,29710.0,Diana DeGette
S0CO00542,N00006159,Gary Swing,M,3,C,COS2,Senate,"['Cory Gardner', 'Gaylon Kent', 'Raymon Doane', 'John Hickenlooper', 'Veronique Bellamy', 'Joshua Rodriguez', 'Joey Camp', 'Lisa Garcia', 'Martha Wolf']","['S4CO00395', 'S4CO00403', 'S0CO00674', 'S0CO00575', 'S0CO00583', 'S0CO00617', 'S0CO00633', 'S0CO00682', 'S0CO00690']",Y,Y,,,,,,,Gary Swing,USH_CO_GARY_SWING.jpg,https://static.votesmart.org/static/canphoto/14995.jpg,"
                Gary Swing

                (Lost)

                Unity Party
",3772.0,,,,,,,,,,,,,,,,,,,,,
H8ID02064,N00006263,Mike Simpson,M,R,I,ID02,House,"['Marvin Richardson', 'Aaron Swisher', 'Idaho L Law']","['H2ID01150', 'H8ID02148', 'H0ID02111']",Y,Y,,,,,,,Mike Simpson,USH_ID_MIKE_SIMPSON.jpg,https://static.votesmart.org/static/canphoto/2917.jpg,"
                Mike Simpson

                (Won)

                Republican
",3634.0,,,,,,,,,,,,,,,,,,,,,
H4AZ06045,N00006460,David Schweikert,M,R,I,AZ06,House,"['Hiral Tipirneni', 'Tom Lewellen', 'Gennaro Napolitano']","['H8AZ08083', 'H0AZ06092', 'H0AZ06100']",Y,Y,W,,,,,,David Schweikert,USH_AZ_DAVID_SCHWEIKERT.jpg,https://static.votesmart.org/static/canphoto/106387.jpg,"
                David Schweikert

                (Won)

                Republican
",4220.0,3/3/62,https://schweikert.house.gov,304 Cannon House Office Building Washington DC 20515-0306,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994.0,N00006460,,5205.0,412399.0,106387.0,David Schweikert,,21105.0,David Schweikert
H2CA33048,N00006671,Lucille Roybal-Allard,F,D,I,CA40,House,['Antonio Delgado'],['H0CA40138'],Y,Y,W,,,,,,Lucille Roybal-Allard,USH_CA_LUCILLE_ROYBAL-ALLARD.jpg,https://static.votesmart.org/static/canphoto/26766.jpg,"
                Lucille Roybal-Allard

                (Won)

                Democratic
",4444.0,6/12/41,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997.0,N00006671,,26136.0,400347.0,26766.0,Lucille Roybal-Allard,,29317.0,Lucille Roybal-Allard
H4CA23011,N00006690,Maxine Waters,F,D,I,CA43,House,['Joe Collins'],['H0CA43108'],Y,Y,W,Maxine,Waters,,,,Maxine Waters,USH_CA_MAXINE_WATERS.jpg,https://static.votesmart.org/static/canphoto/26759.jpg,"
                Maxine Waters

                (Won)

                Democratic
",5479.0,8/15/38,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,1953.0,400422.0,26759.0,Maxine Waters,,29106.0,Maxine Waters
H2CA43245,N00006701,Mark Takano,M,D,I,CA41,House,['Aja Smith'],['H8CA41170'],Y,Y,W,,,,,,Mark Takano,USH_CA_MARK_TAKANO.jpg,https://static.votesmart.org/static/canphoto/22337.jpg,"
                Mark Takano

                (Won)

                Democratic
",4528.0,12/10/60,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,,http://takano.house.gov/rss.xml,RepMarkTakano,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110.0,N00006701,,2737.0,412520.0,22337.0,Mark Takano,,21312.0,Mark Takano
H8CA34068,N00006789,Grace Napolitano,F,D,I,CA32,House,['Joshua Scott'],['H8CA32088'],Y,Y,W,,,,,,Grace Napolitano,USH_CA_GRACE_NAPOLITANO.jpg,https://static.votesmart.org/static/canphoto/8393.jpg,"
                Grace Napolitano

                (Won)

                Democratic
",4661.0,,,,,,,,,,,,,,,,,,,,,
H8CA04152,N00006863,Tom McClintock,M,R,I,CA04,House,['Brynne Kennedy'],['H0CA04175'],Y,Y,W,,,,,,Tom McClintock,USH_CA_TOM_MCCLINTOCK.jpg,https://static.votesmart.org/static/canphoto/9715.jpg,"
                Tom McClintock

                (Won)

                Republican
",3843.0,7/10/56,https://mcclintock.house.gov,2312 Rayburn House Office Building Washington DC 20515-0504,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908.0,N00006863,,30359.0,412295.0,9715.0,Tom McClintock,,20903.0,Tom McClintock
H6CA24113,N00006897,Brad Sherman,M,D,I,CA30,House,['Mark Reed'],['H6CA30185'],Y,Y,W,,,,,,Brad Sherman,USH_CA_BRAD_SHERMAN.jpg,https://static.votesmart.org/static/canphoto/142.jpg,"
                Brad Sherman

                (Won)

                Democratic
",4546.0,10/24/54,https://sherman.house.gov,2181 Rayburn House Office Building Washington DC 20515-0530,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526.0,N00006897,,45124.0,400371.0,142.0,Brad Sherman,,29707.0,Brad Sherman
H0CA50178,N00007017,Darrell Issa,M,R,O,CA50,House,['Ammar Campa-Najjar'],['H8CA50098'],Y,Y,W,Darrell,Issa,,,,Darrell Issa,USH_CA_DARRELL_ISSA.jpg,https://static.votesmart.org/static/canphoto/16553.jpg,"
                Darrell Issa

                (Won)

                Republican
",5534.0,11/1/53,https://issa.house.gov,2300 Rayburn House Office Building Washington DC 20515-0550,202-225-5672,,http://issa.house.gov/feed/,,,,,I000056,1640.0,N00007017,,90066.0,400196.0,16553.0,Darrell Issa,,20107.0,Darrell Issa
H2CA50026,N00007021,Juan Vargas,M,D,I,CA51,House,['Juan Hidalgo'],['H8CA51062'],Y,Y,W,,,,,,Juan Vargas,USH_CA_JUAN_VARGAS.jpg,https://static.votesmart.org/static/canphoto/29100.jpg,"
                Juan Vargas

                (Won)

                Democratic
",4225.0,3/7/61,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,,http://vargas.house.gov/rss.xml,RepJuanVargas,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112.0,N00007021,,8297.0,412522.0,29100.0,Juan Vargas,,21314.0,Juan Vargas
H2CA37023,N00007099,Ken Calvert,M,R,I,CA42,House,"[""Liam O'Mara""]",['H0CA42217'],Y,Y,W,,,,,,Ken Calvert,USH_CA_KEN_CALVERT.jpg,https://static.votesmart.org/static/canphoto/26777.jpg,"
                Ken Calvert

                (Won)

                Republican
",3685.0,6/8/53,https://calvert.house.gov,2205 Rayburn House Office Building Washington DC 20515-0542,202-225-1986,,http://calvert.house.gov/news/rss.aspx,KenCalvert,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165.0,N00007099,,26709.0,400057.0,26777.0,Ken Calvert,,29323.0,Ken Calvert
H8CA20059,N00007248,Devin Nunes,M,R,I,CA22,House,['Phil Arballo'],['H0CA22102'],Y,Y,W,Devin,Nunes,,,,Devin Nunes,USH_CA_DEVIN_NUNES.jpg,https://static.votesmart.org/static/canphoto/16725.jpg,"
                Devin Nunes

                (Won)

                Republican
",3756.0,10/1/73,https://nunes.house.gov,1013 Longworth House Office Building Washington DC 20515-0522,202-225-2523,,http://nunes.house.gov/news/rss.aspx,RepDevinNunes,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710.0,N00007248,,1003553.0,400297.0,16725.0,Devin Nunes,,20307.0,Devin Nunes
H8CA12098,N00007335,Anna Eshoo,F,D,I,CA18,House,['Rishi Kumar'],['H0CA18068'],Y,Y,W,,,,,,Anna Eshoo,USH_CA_ANNA_ESHOO.jpg,https://static.votesmart.org/static/canphoto/26741.jpg,"
                Anna Eshoo

                (Won)

                Democratic
",3825.0,,,,,,,,,,,,,,,,,,,,,
H8CA05035,N00007360,Nancy Pelosi,F,D,I,CA12,House,['Shahid Buttar'],['H8CA12262'],Y,Y,W,,,,,,Nancy Pelosi,USH_CA_NANCY_PELOSI.jpg,https://static.votesmart.org/static/canphoto/26732.jpg,"
                Nancy Pelosi

                (Won)

                Democratic
",4286.0,3/26/40,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,,http://pelosi.house.gov/atom.xml,SpeakerPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905.0,N00007360,,6153.0,400314.0,26732.0,Nancy Pelosi,,15448.0,Nancy Pelosi
H8CA01109,N00007419,Mike Thompson,M,D,I,CA05,House,['Scott Giblin'],['H0CA05107'],Y,Y,W,,,,,,Mike Thompson,USH_CA_MIKE_THOMPSON.jpg,https://static.votesmart.org/static/canphoto/3564.jpg,"
                Mike Thompson

                (Won)

                Democratic
",4934.0,1/24/51,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0505,202-225-3311,,http://mikethompson.house.gov/news/rss.aspx,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593.0,N00007419,,57872.0,400403.0,3564.0,Mike Thompson (California),,29901.0,Mike Thompson (California politician)
H4CA16049,N00007479,Zoe Lofgren,F,D,I,CA19,House,['Justin Aguilera'],['H8CA19051'],Y,Y,W,,,,,,Zoe Lofgren,USH_CA_ZOE_LOFGREN.jpg,https://static.votesmart.org/static/canphoto/21899.jpg,"
                Zoe Lofgren

                (Won)

                Democratic
",4408.0,12/21/47,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0519,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701.0,N00007479,,36520.0,400245.0,21899.0,Zoe Lofgren,,29504.0,Zoe Lofgren
H4AS00036,N00007635,Amata Coleman Radewagen,F,R,I,AS00,House,['Oreta Tufaga-Mapu Crichton'],['H0AS01016'],Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Aumua-Amata-Radewagen.png,,,,,,,,,,,,,,,,,,,,,,,
H2GU00025,N00007681,Robert Underwood,M,D,C,GU00,House,"['Michael San Nicolas', 'William Mendiola Castro']","['H8GU01020', 'H0GU01027']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Robert_Underwood_Guam.jpg,,,,,,,,,,,,,,,,,,,,,,,
H6OR03064,N00007727,Earl Blumenauer,M,D,I,OR03,House,"['Ed Baker', 'Joanna Harbour']","['H0OR03133', 'H0OR03174']",Y,Y,W,Earl,Blumenauer,,,,Earl Blumenauer,USH_OR_EARL_BLUMENAUER.jpg,https://static.votesmart.org/static/canphoto/367.jpg,"
                Earl Blumenauer

                (Won)

                Democratic
",4056.0,8/16/48,https://blumenauer.house.gov,1111 Longworth House Office Building Washington DC 20515-3703,202-225-4811,,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,BlumenauerMedia,,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ,B000574,99.0,N00007727,,43809.0,400033.0,367.0,Earl Blumenauer,,29588.0,Earl Blumenauer
H6OR04047,N00007781,Peter DeFazio,M,D,I,OR04,House,['Alek Skarlatos'],['H0OR04107'],Y,Y,W,Peter,Defazio,,,,Peter DeFazio,USH_OR_PETER_DEFAZIO.jpg,https://static.votesmart.org/static/canphoto/27037.jpg,"
                Peter DeFazio

                (Won)

                Democratic
",4763.0,,,,,,,,,,,,,,,,,,,,,
H6WA09025,N00007833,Adam Smith,M,D,I,WA09,House,['Doug Basler'],['H4WA09061'],Y,Y,W,Adam,Smith,,,,Adam Smith,USH_WA_ADAM_SMITH.jpg,https://static.votesmart.org/static/canphoto/845.jpg,"
                Adam Smith

                (Won)

                Democratic
",4181.0,6/15/65,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528.0,N00007833,,44329.0,400379.0,845.0,Adam Smith,,29768.0,Adam Smith (politician)
H6AK00045,N00007999,Don Young,M,R,I,AK01,House,['Alyse Galvin'],['H8AK00140'],Y,Y,W,Don,Young,,,,Donald Young,USH_AK_DONALD_YOUNG.jpg,https://static.votesmart.org/static/canphoto/26717.jpg,"
                Donald Young

                (Won)

                Republican
",3885.0,6/9/33,https://donyoung.house.gov,2314 Rayburn House Office Building Washington DC 20515-0200,202-225-5765,,http://donyoung.house.gov/news/rss.aspx,RepDonYoung,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,1256.0,N00007999,,1897.0,400440.0,26717.0,Don Young,,14066.0,Don Young
H8CA09060,N00008046,Barbara Lee,F,D,I,CA13,House,['Nikka Piterman'],['H0CA13127'],Y,Y,W,,,,,,Barbara Lee,USH_CA_BARBARA_LEE.jpg,https://static.votesmart.org/static/canphoto/8315.jpg,"
                Barbara Lee

                (Won)

                Democratic
",4334.0,7/16/46,https://lee.house.gov,2470 Rayburn House Office Building Washington DC 20515-0513,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501.0,N00008046,,54579.0,400237.0,8315.0,Barbara Lee (California),,29778.0,Barbara Lee
H2TX00015,N00008122,Eddie Bernice Johnson,F,D,I,TX30,House,"['Demetrick Pennie', 'Dakinya Jefferson']","['H0TX18276', 'H0TX30107']",Y,Y,W,,,,,,Eddie Johnson,USH_TX_EDDIE_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/27098.jpg,"
                Eddie Johnson

                (Won)

                Democratic
",4515.0,12/3/35,https://ebjohnson.house.gov,2306 Rayburn House Office Building Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599.0,N00008122,,23352.0,400204.0,27098.0,Eddie Bernice Johnson,,39305.0,Eddie Bernice Johnson
S4NH00062,N00008598,Tom Alciere,M,D,C,NHS2,Senate,"['Jeanne Shaheen', 'Gerald Beloin', 'Andy Martin', ""Justin O'Donnell"", ""Bill O'Brien"", 'Don Bolduc', ""Bryant 'Corky' Messner"", 'Thomas Sharpe']","['S0NH00219', 'S0NH00284', 'S4NH00096', 'S0NH00300', 'S0NH00318', 'S0NH00326', 'S0NH00334', 'S0NH00342']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tom_Alciere.jpg,,,,,,,,,,,,,,,,,,,,,,,
H6TX12060,N00008799,Kay Granger,F,R,I,TX12,House,"['Lisa Welch', 'Trey Holcomb']","['H0TX12238', 'H0TX12261']",Y,Y,W,Kay,Granger,,,,Kay Granger,USH_TX_KAY_GRANGER.jpg,https://static.votesmart.org/static/canphoto/334.jpg,"
                Kay Granger

                (Won)

                Republican
",4356.0,1/18/43,https://kaygranger.house.gov,1026 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,45709.0,400157.0,334.0,Kay Granger,,29762.0,Kay Granger
H4NY11096,N00009504,Gary Popkin,M,L,C,NY09,House,"['Yvette D Clarke', 'Joel Azumah', 'Constantine Jean-Pierre', 'Judith Goldiner']","['H4NY11138', 'H4NY09090', 'H0NY09122', 'H0NY09130']",Y,Y,W,,,,,,Gary Popkin,USH_NY_GARY_POPKIN.jpg,,"
                Gary Popkin

                (Lost)

                Libertarian
",243.0,,,,,,,,,,,,,,,,,,,,,
H0CA27085,N00009585,Adam Schiff,M,D,I,CA28,House,['Eric Early'],['H0CA28182'],Y,Y,W,,,,,,Adam Schiff,USH_CA_ADAM_SCHIFF.jpg,https://static.votesmart.org/static/canphoto/9489.jpg,"
                Adam Schiff

                (Won)

                Democratic
",3616.0,,,,,,,,,,,,,,,,,,,,,
H0LA01087,N00009660,Steve Scalise,M,R,I,LA01,House,['Howard Kearney'],['H6LA01225'],Y,Y,,Steve,Scalise,,,,Steve Scalise,USH_LA_STEVE_SCALISE.jpg,https://static.votesmart.org/static/canphoto/9026.jpg,"
                Steve Scalise

                (Won)

                Republican
",3741.0,10/6/65,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892.0,N00009660,,1015311.0,412261.0,9026.0,Steve Scalise,,20759.0,Steve Scalise
H0RI02139,N00009724,Jim Langevin,M,D,I,RI02,House,"['Donald Robbio', 'Bob Lancia', 'Dylan Conley']","['H0RI02246', 'H0RI02287', 'H0RI02295']",Y,Y,,Jim,Langevin,,,,Jim Langevin,USH_RI_JIM_LANGEVIN.jpg,https://static.votesmart.org/static/canphoto/55787.jpg,"
                Jim Langevin

                (Won)

                Democratic
",4481.0,,,,,,,,,,,,,,,,,,,,,
H0WA02080,N00009759,Rick Larsen,M,D,I,WA02,House,"['Jason Call', 'Tim Hazelo', 'Tim Uy']","['H0WA02189', 'H0WA02197', 'H0WA02213']",Y,Y,W,,,,,,Rick Larsen,USH_WA_RICK_LARSEN.jpg,https://static.votesmart.org/static/canphoto/56231.jpg,"
                Rick Larsen

                (Won)

                Democratic
",5442.0,6/15/65,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675.0,N00009759,,86610.0,400232.0,56231.0,Rick Larsen,,20145.0,Rick Larsen
S4WV00159,N00009771,Shelley Moore Capito,F,R,I,WVS2,Senate,"['Paula Jean Swearengin', 'F. Bruce Riley']","['S0WV00215', 'S0WV00223']",Y,Y,W,Shelley Moore,Capito,,,,Shelley Capito,USS_WV_SHELLEY_CAPITO.jpg,https://static.votesmart.org/static/canphoto/11701.jpg,"
                Shelley Capito

                (Won)

                Republican
",3860.0,11/26/53,https://www.capito.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-6472,https://www.capito.senate.gov/contact/contact-shelley,,SenCapito,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,1676.0,N00009771,S372,83737.0,400061.0,11701.0,Shelley Moore Capito,,20146.0,Shelley Moore Capito
H8NJ04014,N00009816,Chris Smith,M,R,I,NJ04,House,['Stephanie Schmid'],['H0NJ04151'],Y,Y,W,,,,,,Chris Smith,USH_NJ_CHRIS_SMITH.jpg,https://static.votesmart.org/static/canphoto/26952.jpg,"
                Chris Smith

                (Won)

                Republican
",4073.0,,,,,,,,,,,,,,,,,,,,,
H0PR01034,N00009825,Anibal Acevedo-Vila,M,3,C,PR00,House,"['Jenniffer Gonzalez', 'Jose Nadal Power', 'Juan Carlos Albors', 'Zayira Jordan', 'Luis Roberto Pinero', 'Ada Norah Henriquez']","['H6PR00082', 'H0PR01018', 'H0PR01026', 'H0PR01042', 'H0PR00085', 'H0PR01059']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Anibal_Acevedo_Vila.jpg,,,,,,,,,,,,,,,,,,,,,,,
S0SC00149,N00009975,Lindsey Graham,M,R,I,SCS2,Senate,"['Bill Bledsoe', 'Jaime Harrison', 'Lloyd Williams', 'Keenan Wallace Dunham', 'David Weikle']","['S6SC04155', 'S0SC00289', 'S0SC00347', 'S0SC00354', 'S0SC00362']",Y,Y,W,Lindsey,Graham,,,,Lindsey Graham,USS_SC_LINDSEY_GRAHAM.jpg,https://static.votesmart.org/static/canphoto/21992.jpg,"
                Lindsey Graham

                (Won)

                Republican
",4620.0,7/9/55,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building Washington DC 20510,202-224-5972,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,G000359,452.0,N00009975,S293,36782.0,300047.0,21992.0,Lindsey Graham,,29566.0,Lindsey Graham
